,Area(0072-0135),Mean(0072-0135),Min(0072-0135),Max(0072-0135),Area(0338-0243),Mean(0338-0243),Min(0338-0243),Max(0338-0243),Area(0351-0330),Mean(0351-0330),Min(0351-0330),Max(0351-0330),Area(0457-0352),Mean(0457-0352),Min(0457-0352),Max(0457-0352),Area(0454-0435),Mean(0454-0435),Min(0454-0435),Max(0454-0435)
470,1254,117.405,-78.0,728.0,1000,77.512,-52.0,917.0,1101,126.291,-74.0,839.0,846,61.907,-54.0,435.0,1024,49.961,-49.0,360.0
471,1254,115.669,-71.0,756.0,1000,72.689,-59.0,1058.0,1101,125.581,-75.0,764.0,846,59.041,-39.0,425.0,1024,49.082,-63.0,363.0
472,1254,121.435,-60.0,844.0,1000,81.181,-47.0,954.0,1101,132.295,-57.0,878.0,846,52.329,-43.0,404.0,1024,49.841,-61.0,407.0
473,1254,116.563,-77.0,803.0,1000,80.492,-68.0,820.0,1101,123.49,-101.0,776.0,846,54.706,-42.0,463.0,1024,48.318,-74.0,422.0
474,1254,116.342,-81.0,791.0,1000,74.689,-53.0,644.0,1101,126.708,-78.0,743.0,846,57.817,-35.0,374.0,1024,49.886,-43.0,311.0
475,1254,116.695,-118.0,625.0,1000,79.191,-71.0,796.0,1101,127.114,-72.0,809.0,846,58.351,-44.0,353.0,1024,50.181,-54.0,410.0
476,1254,120.428,-71.0,655.0,1000,79.715,-57.0,812.0,1101,126.112,-130.0,772.0,846,61.019,-53.0,440.0,1024,51.51,-64.0,392.0
477,1254,107.596,-94.0,626.0,1000,71.878,-48.0,852.0,1101,122.302,-62.0,853.0,846,61.759,-58.0,374.0,1024,50.696,-67.0,447.0
478,1254,121.333,-101.0,623.0,1000,84.021,-77.0,845.0,1101,128.088,-76.0,798.0,846,57.768,-52.0,405.0,1024,50.788,-56.0,405.0
479,1254,114.529,-84.0,992.0,1000,81.197,-53.0,767.0,1101,125.351,-84.0,869.0,846,59.309,-33.0,506.0,1024,48.628,-48.0,343.0
480,1254,113.007,-74.0,725.0,1000,75.393,-56.0,787.0,1101,120.878,-67.0,855.0,846,58.078,-59.0,336.0,1024,49.295,-69.0,380.0
481,1254,113.069,-65.0,890.0,1000,85.445,-68.0,663.0,1101,124.764,-87.0,688.0,846,61.234,-45.0,463.0,1024,45.601,-46.0,340.0
482,1254,119.358,-76.0,629.0,1000,78.748,-62.0,590.0,1101,128.032,-55.0,879.0,846,60.433,-67.0,480.0,1024,50.185,-49.0,472.0
483,1254,113.973,-113.0,624.0,1000,80.86,-89.0,656.0,1101,124.006,-96.0,775.0,846,60.405,-44.0,464.0,1024,49.609,-45.0,348.0
484,1254,110.051,-78.0,588.0,1000,75.988,-49.0,896.0,1101,130.054,-103.0,880.0,846,56.514,-42.0,454.0,1024,55.446,-52.0,424.0
485,1254,115.99,-91.0,835.0,1000,79.073,-51.0,863.0,1101,129.401,-63.0,777.0,846,52.827,-47.0,396.0,1024,51.463,-69.0,442.0
486,1254,119.162,-49.0,751.0,1000,87.324,-92.0,739.0,1101,117.163,-67.0,718.0,846,55.937,-58.0,374.0,1024,55.04,-48.0,470.0
487,1254,116.73,-68.0,794.0,1000,79.333,-50.0,630.0,1101,119.999,-96.0,751.0,846,55.204,-45.0,515.0,1024,49.067,-44.0,343.0
488,1254,114.608,-82.0,758.0,1000,76.86,-77.0,852.0,1101,128.494,-99.0,794.0,846,53.304,-43.0,367.0,1024,51.981,-53.0,360.0
489,1254,112.298,-72.0,672.0,1000,78.109,-54.0,918.0,1101,123.575,-49.0,785.0,846,61.272,-47.0,456.0,1024,52.514,-47.0,459.0
490,1254,113.321,-70.0,648.0,1000,78.865,-41.0,799.0,1101,123.751,-75.0,938.0,846,58.104,-37.0,401.0,1024,53.529,-50.0,405.0
491,1254,114.252,-109.0,720.0,1000,81.933,-53.0,1046.0,1101,127.144,-77.0,806.0,846,56.152,-47.0,403.0,1024,51.095,-67.0,547.0
492,1254,113.549,-77.0,703.0,1000,85.811,-53.0,803.0,1101,121.713,-66.0,697.0,846,62.923,-42.0,400.0,1024,52.785,-76.0,475.0
493,1254,115.189,-71.0,746.0,1000,82.744,-58.0,944.0,1101,118.516,-85.0,806.0,846,63.1,-63.0,422.0,1024,56.444,-61.0,419.0
494,1254,113.151,-79.0,694.0,1000,81.205,-65.0,849.0,1101,125.786,-73.0,809.0,846,64.508,-63.0,486.0,1024,55.443,-73.0,382.0
495,1254,112.272,-91.0,781.0,1000,78.56,-86.0,983.0,1101,132.599,-72.0,819.0,846,58.215,-49.0,401.0,1024,58.389,-44.0,393.0
496,1254,119.781,-70.0,673.0,1000,75.812,-37.0,818.0,1101,126.734,-79.0,781.0,846,55.063,-53.0,408.0,1024,57.498,-81.0,361.0
497,1254,117.27,-87.0,678.0,1000,83.147,-60.0,817.0,1101,129.777,-60.0,1040.0,846,55.48,-49.0,477.0,1024,62.946,-47.0,454.0
498,1254,118.727,-95.0,787.0,1000,84.525,-52.0,891.0,1101,120.424,-76.0,918.0,846,56.956,-57.0,408.0,1024,52.452,-70.0,414.0
499,1254,116.398,-80.0,929.0,1000,80.877,-48.0,919.0,1101,119.269,-52.0,709.0,846,57.805,-33.0,503.0,1024,53.045,-45.0,604.0
500,1254,114.418,-103.0,684.0,1000,79.108,-48.0,645.0,1101,125.778,-65.0,785.0,846,54.87,-43.0,449.0,1024,55.464,-45.0,367.0
501,1254,121.234,-72.0,839.0,1000,80.322,-60.0,851.0,1101,127.95,-82.0,876.0,846,53.993,-37.0,459.0,1024,53.027,-59.0,396.0
502,1254,118.469,-73.0,744.0,1000,79.13,-53.0,797.0,1101,120.177,-65.0,738.0,846,58.234,-45.0,415.0,1024,51.115,-65.0,467.0
503,1254,109.986,-70.0,641.0,1000,79.276,-59.0,810.0,1101,125.996,-74.0,779.0,846,53.313,-48.0,399.0,1024,50.566,-49.0,419.0
504,1254,115.117,-86.0,864.0,1000,77.641,-73.0,785.0,1101,122.57,-52.0,760.0,846,57.375,-32.0,621.0,1024,48.555,-43.0,422.0
505,1254,116.64,-63.0,701.0,1000,75.082,-47.0,870.0,1101,131.275,-58.0,841.0,846,58.52,-56.0,479.0,1024,51.162,-38.0,447.0
506,1254,115.839,-87.0,758.0,1000,75.242,-52.0,886.0,1101,116.709,-86.0,921.0,846,55.374,-30.0,364.0,1024,45.828,-41.0,373.0
507,1254,116.277,-82.0,675.0,1000,82.017,-49.0,727.0,1101,120.439,-83.0,713.0,846,51.219,-52.0,399.0,1024,47.591,-44.0,371.0
508,1254,114.346,-106.0,757.0,1000,76.995,-50.0,740.0,1101,122.796,-67.0,901.0,846,56.846,-51.0,365.0,1024,47.961,-48.0,495.0
509,1254,123.533,-91.0,795.0,1000,82.778,-67.0,774.0,1101,133.159,-63.0,824.0,846,58.572,-38.0,547.0,1024,48.047,-65.0,444.0
510,1254,115.589,-84.0,664.0,1000,83.653,-67.0,946.0,1101,127.913,-97.0,688.0,846,59.355,-50.0,426.0,1024,50.307,-34.0,369.0
511,1254,121.56,-87.0,786.0,1000,80.37,-82.0,794.0,1101,126.564,-61.0,841.0,846,63.829,-73.0,455.0,1024,49.019,-40.0,494.0
512,1254,118.041,-99.0,686.0,1000,77.531,-72.0,546.0,1101,121.903,-77.0,881.0,846,53.988,-44.0,344.0,1024,50.065,-43.0,406.0
513,1254,113.343,-59.0,601.0,1000,79.077,-65.0,751.0,1101,123.036,-66.0,771.0,846,65.474,-58.0,404.0,1024,49.695,-39.0,436.0
514,1254,121.939,-89.0,773.0,1000,75.139,-43.0,865.0,1101,120.073,-53.0,865.0,846,54.335,-56.0,464.0,1024,49.059,-48.0,441.0
515,1254,114.927,-67.0,657.0,1000,74.396,-50.0,678.0,1101,126.639,-59.0,743.0,846,56.265,-48.0,374.0,1024,51.144,-35.0,479.0
516,1254,112.469,-67.0,632.0,1000,79.855,-62.0,601.0,1101,125.65,-67.0,982.0,846,60.443,-52.0,485.0,1024,52.553,-68.0,444.0
517,1254,116.21,-96.0,670.0,1000,75.194,-54.0,757.0,1101,120.805,-72.0,806.0,846,57.665,-41.0,542.0,1024,51.673,-45.0,513.0
518,1254,117.094,-105.0,708.0,1000,81.978,-67.0,755.0,1101,122.584,-93.0,753.0,846,59.215,-61.0,486.0,1024,50.331,-47.0,388.0
519,1254,117.097,-64.0,782.0,1000,76.949,-64.0,1030.0,1101,124.41,-60.0,739.0,846,55.681,-43.0,427.0,1024,50.391,-76.0,358.0
520,1254,117.9,-97.0,637.0,1000,82.294,-72.0,728.0,1101,120.699,-67.0,768.0,846,54.816,-48.0,497.0,1024,49.14,-39.0,481.0
521,1254,113.49,-92.0,658.0,1000,79.676,-45.0,762.0,1101,124.712,-79.0,746.0,846,54.73,-36.0,441.0,1024,50.024,-49.0,349.0
522,1254,120.8,-80.0,806.0,1000,79.782,-49.0,833.0,1101,131.232,-67.0,838.0,846,57.019,-57.0,449.0,1024,51.521,-50.0,446.0
523,1254,112.569,-80.0,677.0,1000,85.194,-50.0,908.0,1101,119.611,-72.0,730.0,846,59.152,-46.0,392.0,1024,44.21,-42.0,455.0
524,1254,116.955,-104.0,603.0,1000,79.681,-59.0,641.0,1101,130.553,-61.0,899.0,846,65.483,-70.0,474.0,1024,51.758,-44.0,382.0
525,1254,121.951,-59.0,654.0,1000,78.738,-78.0,640.0,1101,125.858,-72.0,855.0,846,56.586,-53.0,415.0,1024,49.004,-58.0,369.0
526,1254,119.222,-96.0,773.0,1000,82.059,-64.0,720.0,1101,125.578,-60.0,856.0,846,54.194,-64.0,400.0,1024,49.021,-56.0,372.0
527,1254,109.179,-67.0,717.0,1000,76.262,-46.0,649.0,1101,130.31,-75.0,750.0,846,58.931,-43.0,471.0,1024,47.07,-47.0,404.0
528,1254,111.817,-73.0,779.0,1000,82.419,-59.0,958.0,1101,117.111,-75.0,779.0,846,59.696,-62.0,452.0,1024,47.316,-59.0,395.0
529,1254,116.541,-77.0,673.0,1000,74.423,-80.0,790.0,1101,124.122,-74.0,738.0,846,56.844,-43.0,392.0,1024,47.616,-38.0,617.0
530,1254,118.964,-110.0,777.0,1000,85.808,-47.0,817.0,1101,126.04,-75.0,896.0,846,53.252,-48.0,376.0,1024,47.537,-49.0,340.0
531,1254,113.357,-82.0,736.0,1000,80.901,-55.0,840.0,1101,125.626,-59.0,742.0,846,55.982,-60.0,414.0,1024,51.157,-46.0,382.0
532,1254,114.757,-69.0,586.0,1000,76.072,-95.0,595.0,1101,128.214,-57.0,856.0,846,64.661,-50.0,539.0,1024,51.672,-48.0,445.0
533,1254,114.478,-78.0,712.0,1000,79.443,-58.0,837.0,1101,125.414,-77.0,885.0,846,59.603,-62.0,477.0,1024,49.283,-38.0,413.0
534,1254,113.569,-85.0,568.0,1000,82.791,-100.0,886.0,1101,118.116,-64.0,926.0,846,53.864,-37.0,430.0,1024,50.459,-64.0,420.0
535,1254,118.549,-94.0,977.0,1000,84.452,-85.0,769.0,1101,125.833,-67.0,830.0,846,65.006,-105.0,457.0,1024,47.202,-53.0,491.0
536,1254,110.573,-72.0,553.0,1000,80.516,-50.0,854.0,1101,130.153,-64.0,837.0,846,65.337,-36.0,411.0,1024,50.379,-54.0,637.0
537,1254,119.598,-82.0,702.0,1000,79.777,-44.0,890.0,1101,122.953,-57.0,808.0,846,58.238,-47.0,403.0,1024,52.863,-51.0,411.0
538,1254,111.101,-76.0,588.0,1000,70.858,-58.0,839.0,1101,122.32,-53.0,721.0,846,58.629,-68.0,452.0,1024,50.226,-47.0,384.0
539,1254,109.841,-90.0,634.0,1000,86.875,-62.0,679.0,1101,123.912,-76.0,904.0,846,56.122,-50.0,423.0,1024,55.782,-57.0,461.0
540,1254,111.455,-98.0,728.0,1000,79.204,-66.0,859.0,1101,125.235,-75.0,966.0,846,58.336,-47.0,356.0,1024,55.781,-29.0,518.0
541,1254,119.904,-92.0,675.0,1000,77.981,-59.0,640.0,1101,125.307,-70.0,826.0,846,60.387,-44.0,378.0,1024,58.242,-63.0,499.0
542,1254,108.707,-81.0,753.0,1000,83.873,-49.0,984.0,1101,131.571,-81.0,979.0,846,55.197,-38.0,468.0,1024,60.423,-85.0,473.0
543,1254,121.544,-79.0,849.0,1000,78.633,-55.0,604.0,1101,127.042,-80.0,723.0,846,61.573,-51.0,373.0,1024,60.021,-60.0,414.0
544,1254,117.329,-75.0,718.0,1000,74.263,-64.0,721.0,1101,120.289,-68.0,783.0,846,60.09,-56.0,413.0,1024,61.587,-50.0,394.0
545,1254,116.305,-81.0,751.0,1000,77.1,-60.0,750.0,1101,120.347,-99.0,802.0,846,58.275,-53.0,622.0,1024,56.824,-77.0,364.0
546,1254,109.209,-75.0,705.0,1000,78.533,-47.0,790.0,1101,125.578,-66.0,942.0,846,59.838,-49.0,424.0,1024,56.908,-59.0,404.0
547,1254,110.132,-79.0,654.0,1000,78.262,-52.0,815.0,1101,116.385,-71.0,663.0,846,61.538,-53.0,416.0,1024,60.874,-65.0,404.0
548,1254,116.693,-110.0,741.0,1000,87.223,-75.0,891.0,1101,126.991,-78.0,727.0,846,59.291,-39.0,503.0,1024,58.917,-60.0,425.0
549,1254,115.6,-83.0,704.0,1000,83.154,-68.0,843.0,1101,126.666,-95.0,829.0,846,58.963,-48.0,458.0,1024,51.787,-60.0,472.0
550,1254,115.17,-92.0,680.0,1000,78.527,-65.0,787.0,1101,125.012,-73.0,725.0,846,52.844,-55.0,370.0,1024,46.806,-65.0,448.0
551,1254,112.092,-74.0,775.0,1000,82.996,-83.0,606.0,1101,120.655,-86.0,774.0,846,52.525,-42.0,419.0,1024,52.762,-44.0,426.0
552,1254,115.27,-93.0,746.0,1000,76.196,-74.0,775.0,1101,133.935,-64.0,904.0,846,54.257,-43.0,476.0,1024,50.146,-45.0,461.0
553,1254,114.404,-59.0,723.0,1000,72.558,-43.0,720.0,1101,125.862,-71.0,858.0,846,61.125,-69.0,400.0,1024,54.828,-61.0,456.0
554,1254,117.271,-137.0,742.0,1000,91.396,-82.0,1054.0,1101,131.966,-137.0,838.0,846,67.339,-48.0,531.0,1024,71.066,-47.0,507.0
555,1254,137.42,-108.0,737.0,1000,105.604,-73.0,831.0,1101,154.746,-79.0,761.0,846,78.111,-49.0,430.0,1024,80.17,-54.0,587.0
556,1254,141.73,-98.0,760.0,1000,103.38,-68.0,990.0,1101,164.754,-85.0,763.0,846,86.596,-58.0,463.0,1024,81.488,-37.0,613.0
557,1254,135.473,-60.0,711.0,1000,101.965,-69.0,943.0,1101,145.883,-89.0,803.0,846,82.934,-63.0,632.0,1024,82.714,-79.0,619.0
558,1254,129.777,-96.0,688.0,1000,100.198,-69.0,748.0,1101,143.507,-61.0,821.0,846,70.183,-48.0,525.0,1024,76.898,-64.0,529.0
559,1254,118.307,-123.0,666.0,1000,100.49,-62.0,903.0,1101,138.393,-67.0,894.0,846,63.608,-94.0,418.0,1024,70.805,-57.0,651.0
560,1254,127.264,-81.0,677.0,1000,91.394,-82.0,929.0,1101,133.341,-73.0,730.0,846,63.142,-40.0,466.0,1024,69.462,-65.0,498.0
561,1254,122.673,-75.0,764.0,1000,91.245,-65.0,937.0,1101,134.189,-85.0,988.0,846,68.23,-53.0,463.0,1024,65.227,-55.0,454.0
562,1254,126.218,-113.0,853.0,1000,81.658,-79.0,925.0,1101,128.728,-81.0,746.0,846,62.31,-56.0,393.0,1024,64.709,-61.0,594.0
563,1254,123.189,-87.0,732.0,1000,89.139,-65.0,711.0,1101,125.315,-89.0,745.0,846,61.648,-71.0,532.0,1024,65.562,-56.0,402.0
564,1254,120.61,-88.0,794.0,1000,82.451,-58.0,800.0,1101,124.342,-68.0,747.0,846,67.517,-47.0,465.0,1024,62.146,-58.0,555.0
565,1254,116.614,-78.0,793.0,1000,85.88,-70.0,942.0,1101,125.668,-74.0,781.0,846,59.501,-62.0,496.0,1024,65.784,-66.0,435.0
566,1254,120.62,-60.0,706.0,1000,85.045,-61.0,776.0,1101,127.817,-77.0,786.0,846,59.195,-38.0,397.0,1024,64.821,-56.0,465.0
567,1254,118.415,-77.0,684.0,1000,83.01,-82.0,809.0,1101,120.352,-103.0,849.0,846,56.082,-50.0,425.0,1024,59.117,-53.0,476.0
568,1254,114.82,-72.0,755.0,1000,82.699,-91.0,1032.0,1101,118.783,-72.0,883.0,846,60.656,-38.0,452.0,1024,60.72,-48.0,565.0
569,1254,118.329,-82.0,712.0,1000,80.618,-65.0,901.0,1101,127.944,-67.0,942.0,846,58.644,-61.0,519.0,1024,61.314,-54.0,466.0
570,1254,120.033,-85.0,580.0,1000,75.056,-60.0,908.0,1101,133.3,-64.0,899.0,846,60.128,-54.0,366.0,1024,58.181,-76.0,604.0
571,1254,119.699,-133.0,627.0,1000,80.517,-56.0,838.0,1101,121.486,-79.0,810.0,846,57.751,-47.0,475.0,1024,55.604,-64.0,480.0
572,1254,112.093,-77.0,929.0,1000,74.669,-69.0,800.0,1101,121.923,-72.0,808.0,846,59.864,-39.0,411.0,1024,56.633,-41.0,422.0
573,1254,105.9,-65.0,711.0,1000,77.833,-71.0,935.0,1101,129.16,-114.0,1062.0,846,54.147,-38.0,389.0,1024,53.078,-46.0,459.0
574,1254,113.621,-99.0,702.0,1000,77.203,-42.0,883.0,1101,120.44,-68.0,725.0,846,56.654,-36.0,404.0,1024,57.644,-41.0,365.0
575,1254,116.369,-88.0,614.0,1000,77.015,-45.0,795.0,1101,127.722,-79.0,919.0,846,53.691,-52.0,438.0,1024,60.343,-49.0,480.0
576,1254,113.219,-82.0,680.0,1000,80.304,-58.0,819.0,1101,129.671,-77.0,757.0,846,57.069,-57.0,468.0,1024,53.895,-46.0,421.0
577,1254,117.333,-66.0,609.0,1000,86.036,-60.0,888.0,1101,117.101,-67.0,833.0,846,57.579,-54.0,378.0,1024,55.371,-42.0,407.0
578,1254,108.983,-80.0,622.0,1000,78.237,-66.0,977.0,1101,124.302,-48.0,769.0,846,60.738,-47.0,389.0,1024,52.053,-57.0,443.0
579,1254,115.313,-77.0,791.0,1000,79.547,-61.0,925.0,1101,119.794,-65.0,826.0,846,53.872,-46.0,507.0,1024,54.65,-68.0,409.0
580,1254,117.744,-83.0,595.0,1000,88.135,-68.0,883.0,1101,128.887,-91.0,870.0,846,55.565,-50.0,397.0,1024,51.133,-44.0,397.0
581,1254,111.548,-59.0,886.0,1000,79.732,-54.0,984.0,1101,125.414,-69.0,863.0,846,57.753,-47.0,404.0,1024,51.812,-36.0,366.0
582,1254,118.699,-87.0,668.0,1000,79.941,-67.0,937.0,1101,126.123,-66.0,750.0,846,61.805,-47.0,431.0,1024,49.858,-52.0,456.0
583,1254,116.346,-75.0,631.0,1000,81.325,-59.0,755.0,1101,123.469,-106.0,880.0,846,55.636,-47.0,427.0,1024,48.337,-34.0,374.0
584,1254,123.48,-90.0,726.0,1000,77.894,-55.0,1098.0,1101,119.92,-67.0,728.0,846,57.054,-53.0,396.0,1024,52.092,-32.0,391.0
585,1254,119.409,-82.0,711.0,1000,71.422,-58.0,842.0,1101,128.098,-90.0,801.0,846,60.3,-50.0,439.0,1024,47.834,-36.0,555.0
586,1254,121.727,-63.0,768.0,1000,80.036,-73.0,854.0,1101,124.095,-77.0,726.0,846,60.773,-49.0,416.0,1024,49.071,-45.0,405.0
587,1254,117.238,-74.0,655.0,1000,81.536,-61.0,771.0,1101,123.63,-44.0,920.0,846,59.861,-51.0,421.0,1024,45.383,-41.0,367.0
588,1254,121.042,-89.0,653.0,1000,77.485,-55.0,850.0,1101,128.559,-110.0,743.0,846,58.956,-53.0,412.0,1024,57.422,-44.0,508.0
589,1254,116.373,-96.0,679.0,1000,79.407,-103.0,928.0,1101,117.01,-81.0,785.0,846,58.125,-54.0,417.0,1024,50.228,-45.0,582.0
590,1254,117.154,-58.0,784.0,1000,80.203,-65.0,886.0,1101,122.125,-77.0,828.0,846,61.019,-56.0,534.0,1024,49.683,-55.0,414.0
591,1254,113.718,-66.0,694.0,1000,80.568,-61.0,879.0,1101,126.331,-78.0,743.0,846,60.48,-56.0,479.0,1024,49.997,-47.0,421.0
592,1254,115.952,-82.0,686.0,1000,79.133,-41.0,866.0,1101,119.802,-58.0,784.0,846,65.507,-58.0,539.0,1024,51.894,-48.0,530.0
593,1254,115.366,-90.0,697.0,1000,77.164,-54.0,964.0,1101,121.267,-71.0,930.0,846,56.433,-45.0,396.0,1024,46.612,-68.0,449.0
594,1254,117.124,-123.0,773.0,1000,76.558,-70.0,937.0,1101,120.396,-70.0,828.0,846,57.541,-49.0,497.0,1024,51.098,-66.0,407.0
595,1254,115.075,-102.0,653.0,1000,82.734,-81.0,865.0,1101,118.114,-75.0,772.0,846,58.187,-45.0,493.0,1024,48.003,-51.0,503.0
596,1254,119.225,-76.0,744.0,1000,78.901,-55.0,996.0,1101,127.381,-63.0,803.0,846,54.745,-61.0,583.0,1024,48.284,-45.0,368.0
597,1254,110.961,-122.0,714.0,1000,86.264,-65.0,950.0,1101,120.264,-62.0,857.0,846,52.905,-49.0,516.0,1024,49.092,-48.0,408.0
598,1254,117.962,-81.0,797.0,1000,72.684,-58.0,660.0,1101,121.399,-84.0,994.0,846,60.415,-59.0,405.0,1024,51.542,-43.0,422.0
599,1254,114.967,-76.0,639.0,1000,76.113,-66.0,851.0,1101,124.882,-86.0,660.0,846,57.26,-58.0,505.0,1024,46.86,-46.0,420.0
600,1254,116.063,-102.0,706.0,1000,81.215,-65.0,673.0,1101,118.887,-75.0,807.0,846,54.481,-37.0,467.0,1024,46.499,-39.0,322.0
601,1254,119.411,-82.0,860.0,1000,83.002,-84.0,899.0,1101,115.348,-66.0,811.0,846,59.316,-47.0,538.0,1024,53.17,-48.0,448.0
602,1254,108.128,-66.0,718.0,1000,85.427,-70.0,782.0,1101,122.526,-76.0,820.0,846,55.773,-45.0,401.0,1024,50.349,-47.0,539.0
603,1254,113.509,-85.0,750.0,1000,76.326,-68.0,849.0,1101,118.377,-112.0,748.0,846,55.91,-53.0,476.0,1024,54.676,-56.0,503.0
604,1254,109.875,-96.0,705.0,1000,74.244,-79.0,881.0,1101,126.555,-67.0,772.0,846,62.861,-64.0,543.0,1024,50.306,-77.0,407.0
605,1254,109.915,-89.0,700.0,1000,80.436,-56.0,714.0,1101,122.984,-50.0,791.0,846,57.996,-55.0,456.0,1024,46.794,-34.0,392.0
606,1254,109.648,-98.0,697.0,1000,75.771,-66.0,747.0,1101,121.028,-48.0,880.0,846,58.112,-49.0,490.0,1024,48.07,-43.0,451.0
607,1254,118.537,-79.0,810.0,1000,77.76,-81.0,760.0,1101,122.882,-68.0,735.0,846,56.879,-51.0,450.0,1024,49.533,-57.0,389.0
608,1254,109.029,-67.0,678.0,1000,81.38,-100.0,927.0,1101,118.866,-53.0,811.0,846,60.762,-40.0,582.0,1024,49.721,-43.0,500.0
609,1254,108.025,-90.0,556.0,1000,83.667,-60.0,777.0,1101,127.186,-74.0,739.0,846,56.44,-45.0,475.0,1024,49.371,-38.0,564.0
610,1254,110.494,-74.0,770.0,1000,82.419,-71.0,794.0,1101,122.422,-68.0,755.0,846,56.566,-45.0,370.0,1024,49.47,-45.0,522.0
611,1254,111.385,-68.0,631.0,1000,78.052,-80.0,1058.0,1101,129.82,-59.0,878.0,846,61.155,-51.0,687.0,1024,45.78,-54.0,360.0
612,1254,118.018,-86.0,675.0,1000,84.09,-55.0,885.0,1101,123.742,-87.0,752.0,846,58.317,-53.0,408.0,1024,49.995,-57.0,471.0
613,1254,114.414,-89.0,803.0,1000,81.569,-68.0,932.0,1101,121.47,-79.0,728.0,846,59.953,-46.0,415.0,1024,49.376,-46.0,388.0
614,1254,118.421,-89.0,802.0,1000,77.117,-71.0,786.0,1101,121.099,-77.0,808.0,846,53.758,-47.0,396.0,1024,47.817,-46.0,542.0
615,1254,108.888,-89.0,566.0,1000,76.413,-51.0,699.0,1101,123.957,-89.0,687.0,846,54.371,-58.0,509.0,1024,49.689,-39.0,519.0
616,1254,111.407,-69.0,759.0,1000,80.133,-78.0,885.0,1101,116.766,-77.0,798.0,846,52.728,-46.0,444.0,1024,50.582,-49.0,413.0
617,1254,115.522,-90.0,681.0,1000,78.779,-94.0,801.0,1101,113.149,-105.0,850.0,846,52.226,-49.0,402.0,1024,48.299,-42.0,409.0
618,1254,115.782,-87.0,856.0,1000,76.045,-90.0,873.0,1101,115.209,-96.0,818.0,846,57.832,-44.0,550.0,1024,48.836,-45.0,416.0
619,1254,116.533,-60.0,741.0,1000,86.417,-57.0,693.0,1101,121.297,-62.0,789.0,846,62.963,-50.0,457.0,1024,42.684,-40.0,432.0
620,1254,110.687,-70.0,631.0,1000,77.547,-62.0,862.0,1101,118.732,-73.0,747.0,846,59.853,-41.0,449.0,1024,52.663,-95.0,583.0
621,1254,118.54,-85.0,792.0,1000,79.188,-47.0,823.0,1101,119.473,-68.0,786.0,846,56.021,-42.0,403.0,1024,47.142,-62.0,530.0
622,1254,117.93,-96.0,757.0,1000,79.213,-56.0,782.0,1101,126.624,-63.0,945.0,846,57.15,-59.0,417.0,1024,50.438,-57.0,483.0
623,1254,115.311,-88.0,691.0,1000,79.871,-76.0,871.0,1101,126.041,-67.0,944.0,846,61.364,-49.0,509.0,1024,49.582,-39.0,366.0
624,1254,110.315,-85.0,778.0,1000,80.735,-49.0,911.0,1101,121.17,-75.0,826.0,846,56.177,-44.0,521.0,1024,49.265,-33.0,414.0
625,1254,118.07,-64.0,639.0,1000,73.065,-64.0,1025.0,1101,131.243,-57.0,749.0,846,51.202,-47.0,372.0,1024,49.108,-56.0,525.0
626,1254,112.544,-89.0,628.0,1000,79.832,-62.0,895.0,1101,121.242,-79.0,854.0,846,60.314,-39.0,526.0,1024,50.105,-45.0,385.0
627,1254,113.596,-66.0,779.0,1000,81.308,-49.0,677.0,1101,116.695,-86.0,760.0,846,58.561,-43.0,467.0,1024,48.392,-34.0,381.0
628,1254,112.337,-103.0,637.0,1000,81.425,-54.0,781.0,1101,122.287,-59.0,844.0,846,55.931,-35.0,443.0,1024,49.887,-46.0,459.0
629,1254,115.984,-94.0,701.0,1000,80.546,-53.0,653.0,1101,121.543,-63.0,743.0,846,52.838,-45.0,438.0,1024,49.084,-39.0,537.0
630,1254,115.942,-82.0,782.0,1000,76.431,-57.0,862.0,1101,128.629,-100.0,744.0,846,61.182,-64.0,428.0,1024,47.979,-35.0,407.0
631,1254,109.644,-89.0,850.0,1000,82.01,-70.0,802.0,1101,121.954,-99.0,788.0,846,58.131,-57.0,394.0,1024,49.13,-44.0,416.0
632,1254,118.632,-84.0,635.0,1000,82.862,-48.0,693.0,1101,121.737,-74.0,806.0,846,56.067,-42.0,398.0,1024,46.305,-41.0,408.0
633,1254,116.245,-89.0,606.0,1000,76.421,-49.0,793.0,1101,121.162,-81.0,763.0,846,58.165,-53.0,394.0,1024,45.362,-45.0,563.0
634,1254,111.963,-90.0,510.0,1000,81.535,-75.0,822.0,1101,119.998,-77.0,842.0,846,53.278,-46.0,362.0,1024,49.521,-54.0,510.0
635,1254,113.283,-72.0,639.0,1000,78.38,-63.0,1027.0,1101,122.674,-80.0,809.0,846,62.572,-62.0,427.0,1024,49.611,-34.0,456.0
636,1254,118.222,-69.0,690.0,1000,83.248,-74.0,826.0,1101,132.005,-100.0,811.0,846,59.246,-41.0,421.0,1024,45.379,-50.0,481.0
637,1254,119.397,-84.0,875.0,1000,79.608,-46.0,862.0,1101,128.421,-85.0,906.0,846,58.281,-57.0,460.0,1024,47.623,-50.0,394.0
638,1254,113.991,-80.0,724.0,1000,79.656,-56.0,959.0,1101,120.305,-94.0,783.0,846,62.105,-32.0,593.0,1024,49.527,-50.0,481.0
639,1254,118.156,-65.0,714.0,1000,75.791,-63.0,854.0,1101,123.421,-83.0,900.0,846,53.87,-35.0,382.0,1024,48.045,-33.0,398.0
